PAYMENT_ID,SALES,PROFIT,DISCOUNT,TOTAL_PRICE
6399,313.36,-459.86,0.7,4387.04
6400,246.6,27.0,0.0,1233.0
6401,280.28,72.32,0.07,280.28
6402,102.48,24.57,0.0,102.48
6403,529.47,201.15,0.0,4765.2300000000005
6404,275.76,-110.34,0.4,1378.8
6405,206.4,92.88,0.0,206.4
6406,351.86,74.18,0.1,2814.88
6407,408.3,-196.02,0.5,1633.2
6408,198.9,55.68,0.0,198.9
6409,246.84,51.78,0.0,740.52
6410,264.94,99.7,0.07,529.88
6411,293.29,19.93,0.002,879.8700000000001
6412,191.88,-122.85,0.5,575.64
6413,179.39,-20.21,0.2,358.78
6414,337.25,52.61,0.17,2698.0
6415,643.37,-45.44,0.15,1286.74
6416,24.32,8.27,0.0,194.56
6417,342.79,-30.53,0.1,1028.3700000000001
6418,243.81,121.77,0.0,2194.29
6419,670.41,14.76,0.1,3352.0499999999997
6420,8.64,2.51,0.0,25.92
6421,527.16,131.76,0.0,1054.32
6422,425.7,85.14,0.0,1277.1
6423,493.45,-838.91,0.7,1973.8
6424,349.97,-280.04,0.45,1049.91
6425,185.54,18.54,0.2,371.08
6426,437.52,43.68,0.0,3500.16
6427,208.27,-218.69,0.6,416.54
6428,139.96,-22.74,0.2,699.8000000000001
6429,258.7,64.67,0.2,776.0999999999999
6430,291.65,-22.69,0.1,583.3
6431,639.6,38.25,0.0,3198.0
6432,154.85,-20.67,0.4,1238.8
6433,581.04,220.68,0.0,6972.48
6434,426.06,136.08,0.0,3834.54
6435,365.91,18.27,0.0,365.91
6436,134.27,47.0,0.2,1074.16
6437,398.69,-358.99,0.6,3189.52
6438,244.35,70.8,0.0,1221.75
6439,357.16,27.76,0.1,714.32
6440,1034.16,361.92,0.0,6204.960000000001
6441,401.58,16.02,0.0,2409.48
6442,190.62,66.66,0.0,381.24
6443,585.63,103.98,0.1,2928.15
6444,575.51,12.71,0.1,2877.55
6445,214.26,80.01,0.17,1071.3
6446,100.37,8.21,0.15,301.11
6447,8.1,-5.94,0.7,40.5
6448,346.08,155.68,0.0,1384.32
6449,311.4,-373.68,0.6,622.8
6450,137.88,35.82,0.0,413.64
6451,128.37,55.17,0.0,128.37
6452,176.61,45.78,0.0,1236.27
6453,607.52,97.2,0.0,1215.04
6454,648.18,0.0,0.0,8426.34
6455,526.08,173.58,0.0,526.08
6456,119.94,6.0,0.0,719.64
6457,217.89,77.43,0.1,435.78
6458,667.92,-110.04,0.15,2003.7599999999998
6459,345.06,-20.82,0.5,1380.24
6460,642.96,10.68,0.4,1285.92
6461,438.15,113.91,0.0,438.15
6462,616.14,197.16,0.0,1848.42
6463,445.23,71.01,0.0,4007.07
6464,370.53,40.68,0.0,1111.59
6465,97.8,11.6,0.0,978.0
6466,354.86,-7.93,0.1,1064.58
6467,107.98,9.45,0.2,107.98
6468,277.7,-9.41,0.1,1388.5
6469,257.25,30.75,0.0,1286.25
6470,294.9,14.62,0.2,2064.2999999999997
6471,81.76,13.6,0.4,163.52
6472,393.5,-59.14,0.2,1574.0
6473,10.9,3.41,0.2,32.7
6474,276.86,96.88,0.2,276.86
6475,302.76,-75.72,0.4,1211.04
6476,447.72,-286.65,0.5,3134.04
6477,1399.94,52.5,0.2,9799.58
6478,679.96,220.99,0.2,3399.8
6479,109.92,53.86,0.0,219.84
6480,705.6,331.44,0.0,5644.8
6481,518.11,-570.05,0.6,4144.88
6482,39.81,3.98,0.2,159.24
6483,447.2,147.5,0.0,2236.0
6484,155.34,48.15,0.0,466.02
6485,341.75,-22.12,0.07,1025.25
6486,318.13,-196.19,0.4,636.26
6487,593.46,250.53,0.1,4154.22
6488,445.28,17.76,0.0,1781.12
6489,380.97,143.91,0.1,761.94
6490,1072.08,353.7,0.0,3216.24
6491,418.8,175.88,0.0,837.6
6492,127.9,47.3,0.0,639.5
6493,497.4,119.1,0.0,4974.0
6494,727.54,145.48,0.2,1455.08
6495,725.7,65.28,0.0,1451.4
6496,69.12,-14.69,0.2,622.08
6497,382.43,32.9,0.07,382.43
6498,398.52,191.28,0.0,1195.56
6499,825.06,-389.16,0.402,5775.42
6500,264.96,108.6,0.0,794.8799999999999
6501,299.9,74.98,0.0,599.8
6502,246.72,30.72,0.2,1233.6
6503,1127.98,126.9,0.2,3383.94
6504,292.53,0.0,0.0,2047.7099999999998
6505,491.0,122.7,0.0,2455.0
6506,78.26,-17.61,0.2,156.52
6507,174.12,76.56,0.0,696.48
6508,166.43,58.07,0.17,665.72
6509,286.44,14.28,0.0,859.3199999999999
6510,344.16,-344.16,0.6,3097.44
6511,370.71,88.83,0.0,3336.39
6512,637.5,178.5,0.0,637.5
6513,428.4,132.72,0.0,2998.7999999999997
6514,183.37,-36.67,0.3,366.74
6515,269.78,-317.02,0.6,1618.6799999999998
6516,443.92,8.88,0.0,1775.68
6517,195.93,45.06,0.0,195.93
6518,303.84,-136.76,0.4,1519.1999999999998
6519,175.92,-215.52,0.6,703.68
6520,77.88,3.89,0.0,155.76
6521,222.36,104.46,0.0,444.72
6522,144.6,7.2,0.0,723.0
6523,297.0,38.52,0.0,1188.0
6524,11.35,4.12,0.2,34.05
6525,433.87,-162.71,0.6,867.74
6526,458.36,-211.0,0.37,916.72
6527,238.14,19.8,0.4,476.28
6528,109.32,5.46,0.0,218.64
6529,303.84,39.48,0.0,911.52
6530,582.12,139.68,0.0,1746.3600000000001
6531,496.58,-27.7,0.1,1986.32
6532,155.34,15.48,0.0,466.02
6533,725.67,355.5,0.0,2177.0099999999998
6534,354.86,-7.93,0.1,1064.58
6535,331.73,-282.07,0.6,1326.92
6536,109.53,16.38,0.0,328.59000000000003
6537,26.94,11.31,0.0,80.82000000000001
6538,301.68,5.94,0.0,1810.08
6539,201.26,100.62,0.0,201.26
6540,659.42,-428.74,0.6,2637.68
6541,650.03,-23.71,0.45,3900.18
6542,193.68,11.52,0.0,774.72
6543,485.9,36.38,0.2,1457.6999999999998
6544,203.18,29.3,0.17,812.72
6545,332.16,-11.08,0.4,664.32
6546,498.12,24.84,0.0,1992.48
6547,396.78,194.4,0.0,793.56
6548,243.0,38.88,0.0,1458.0
6549,247.36,96.16,0.002,742.08
6550,128.37,55.17,0.0,128.37
6551,134.95,36.49,0.15,269.9
6552,1219.7,243.9,0.0,6098.5
6553,281.82,118.32,0.0,845.46
6554,105.18,25.2,0.0,210.36
6555,258.9,46.5,0.0,1294.5
6556,293.0,5.86,0.0,293.0
6557,377.57,12.53,0.4,2265.42
6558,276.8,63.52,0.0,2214.4
6559,529.16,78.44,0.002,1587.48
6560,129.13,10.63,0.15,258.26
6561,335.66,111.74,0.1,2013.96
6562,209.7,0.0,0.0,629.0999999999999
6563,416.59,-354.17,0.6,2499.54
6564,323.19,6.39,0.0,969.5699999999999
6565,110.11,12.01,0.27,660.66
6566,466.7,-39.37,0.17,466.7
6567,846.2,-214.2,0.202,4231.0
6568,410.7,201.0,0.0,4107.0
6569,409.95,36.81,0.0,1229.85
6570,1661.05,-255.59,0.35,9966.3
6571,283.68,118.98,0.0,1702.08
6572,266.83,89.98,0.2,800.49
6573,435.4,30.4,0.0,2177.0
6574,698.04,131.48,0.002,2792.16
6575,423.39,134.87,0.002,846.78
6576,322.44,90.24,0.0,644.88
6577,397.17,162.81,0.0,3574.53
6578,372.15,178.56,0.0,1116.4499999999998
6579,239.15,-39.31,0.27,3348.1
6580,242.1,101.64,0.0,484.2
6581,380.55,79.8,0.0,1902.75
6582,576.71,-50.17,0.402,2306.84
6583,153.36,70.55,0.0,1380.2400000000002
6584,294.3,138.3,0.0,588.6
6585,644.88,180.48,0.0,2579.52
6586,77.6,28.13,0.2,388.0
6587,386.3,169.9,0.0,1931.5
6588,911.88,401.22,0.0,5471.28
6589,439.5,17.58,0.0,439.5
6590,520.11,244.44,0.0,1560.33
6591,395.82,3.9,0.0,1187.46
6592,51.84,24.88,0.0,414.72
6593,366.84,157.74,0.0,366.84
6594,19.1,5.73,0.2,57.300000000000004
6595,578.34,277.56,0.0,1735.02
6596,176.49,19.35,0.0,529.47
6597,246.0,81.15,0.0,1230.0
6598,502.02,125.46,0.0,3012.12
6599,86.35,5.4,0.2,259.04999999999995
6600,39.99,7.5,0.2,39.99
6601,39.62,13.87,0.2,118.85999999999999
6602,819.54,139.32,0.0,4917.24
6603,883.8,-397.8,0.4,8838.0
6604,586.52,169.22,0.002,1759.56
6605,251.55,98.1,0.0,1257.75
6606,691.95,297.36,0.0,4843.650000000001
6607,402.39,76.41,0.0,1207.17
6608,260.25,114.51,0.0,260.25
6609,218.16,72.72,0.1,1745.28
6610,1032.75,-165.24,0.25,3098.25
6611,4.77,0.48,0.2,9.54
6612,419.94,52.49,0.2,2939.58
6613,495.36,149.07,0.17,3467.52
6614,256.74,110.34,0.0,513.48
6615,124.43,-177.31,0.6,124.43
6616,260.4,31.08,0.0,1822.7999999999997
6617,414.66,199.02,0.0,1243.98
6618,418.6,179.9,0.0,2093.0
6619,1429.44,471.6,0.0,5717.76
6620,194.32,56.35,0.0,777.28
6621,423.19,41.55,0.002,846.38
6622,359.5,-29.61,0.15,1078.5
6623,444.04,162.7,0.1,2664.2400000000002
6624,322.19,100.69,0.2,4188.47
6625,798.66,383.22,0.0,4791.96
6626,776.88,365.13,0.0,2330.64
6627,532.98,133.2,0.0,1065.96
6628,182.11,25.03,0.2,364.22
6629,740.18,41.12,0.1,1480.36
6630,322.2,25.74,0.0,1933.1999999999998
6631,432.96,140.64,0.17,3030.72
6632,354.48,166.6,0.0,2481.36
6633,31.12,14.63,0.0,124.48
6634,307.44,129.06,0.0,922.3199999999999
6635,776.41,181.06,0.1,5434.87
6636,270.96,62.28,0.0,1083.84
6637,241.43,24.11,0.1,482.86
6638,726.84,-399.78,0.6,1453.68
6639,337.98,101.39,0.0,675.96
6640,61.96,-53.29,0.5,247.84
6641,1031.36,-317.39,0.35,3094.08
6642,660.08,131.98,0.2,3300.4
6643,33.4,12.36,0.0,167.0
6644,20.86,-16.68,0.7,166.88
6645,504.09,85.68,0.0,1512.27
6646,553.92,22.08,0.0,2215.68
6647,719.14,152.68,0.2,6472.26
6648,618.3,178.5,0.1,3091.5
6649,706.16,156.92,0.1,1412.32
6650,296.64,-59.4,0.5,1186.56
6651,318.36,9.45,0.0,2228.52
6652,495.36,41.28,0.4,1981.44
6653,244.65,122.25,0.0,1223.25
6654,490.48,153.61,0.17,1471.44
6655,545.52,114.48,0.0,2182.08
6656,445.41,-136.71,0.25,3117.8700000000003
6657,372.19,120.91,0.2,2233.14
6658,232.62,69.78,0.0,465.24
6659,307.4,99.05,0.1,1537.0
6660,151.83,37.95,0.0,151.83
6661,48.03,15.61,0.2,192.12
6662,311.69,-685.75,0.7,2493.52
6663,350.35,-17.57,0.4,1401.4
6664,1392.38,-121.84,0.2,4177.14
6665,316.66,36.94,0.4,2849.94
6666,529.16,78.44,0.002,1587.48
6667,333.66,3.3,0.0,1000.98
6668,229.28,-7.66,0.4,458.56
6669,214.2,17.64,0.15,642.5999999999999
6670,518.4,63.36,0.1,4147.2
6671,497.59,-116.21,0.4,1990.36
6672,220.95,-220.95,0.5,662.8499999999999
6673,1281.45,102.45,0.0,6407.25
6674,240.64,86.56,0.0,962.56
6675,475.94,95.19,0.2,3331.58
6676,291.06,52.38,0.0,1746.3600000000001
6677,497.76,99.48,0.0,1991.04
6678,614.85,153.6,0.0,3074.25
6679,825.36,33.0,0.0,2476.08
6680,518.07,180.99,0.17,1036.14
6681,352.4,66.56,0.1,1409.6
6682,207.81,91.41,0.0,207.81
6683,260.52,-113.08,0.4,2605.2
6684,381.63,183.18,0.0,381.63
6685,186.3,13.97,0.2,745.2
6686,29.3,2.56,0.2,87.9
6687,559.87,43.54,0.1,1679.6100000000001
6688,369.72,166.32,0.0,1109.16
6689,1084.95,10.8,0.0,3254.8500000000004
6690,636.15,311.7,0.0,636.15
6691,163.13,37.94,0.27,489.39
6692,295.2,126.9,0.0,1771.1999999999998
6693,28.8,0.86,0.0,86.4
6694,378.92,63.72,0.002,1515.68
6695,683.5,-79.76,0.4,2050.5
6696,338.4,118.44,0.0,1353.6
6697,116.34,6.96,0.0,232.68
6698,373.23,-253.89,0.5,2239.38
6699,167.1,75.18,0.0,167.1
6700,375.4,97.6,0.0,1877.0
6701,240.3,67.23,0.0,2162.7000000000003
6702,439.45,117.13,0.1,1757.8
6703,189.96,0.0,0.0,759.84
6704,747.3,-89.7,0.5,3736.5
6705,486.09,106.92,0.0,1458.27
6706,459.0,215.73,0.0,459.0
6707,356.24,-0.04,0.1,712.48
6708,1021.14,112.32,0.0,6126.84
6709,242.9,70.44,0.0,1214.5
6710,272.76,57.24,0.0,545.52
6711,916.11,36.63,0.0,2748.33
6712,415.29,87.66,0.1,415.29
6713,377.35,79.51,0.1,3018.8
6714,398.31,-37.53,0.15,1593.24
6715,343.02,116.58,0.0,686.04
6716,865.62,-727.23,0.5,6059.34
6717,1325.85,238.65,0.0,6629.25
6718,379.31,-128.41,0.35,1517.24
6719,343.92,75.66,0.0,1375.68
6720,235.94,85.53,0.2,707.8199999999999
6721,548.51,-427.91,0.5,1645.53
6722,170.79,0.0,0.3,170.79
6723,669.22,105.86,0.002,5353.76
6724,308.16,58.5,0.0,1848.96
6725,749.49,307.23,0.0,5246.43
6726,196.98,-118.2,0.5,393.96
6727,367.9,73.33,0.1,3311.1
6728,529.99,-34.25,0.07,2119.96
6729,1151.22,287.7,0.0,8058.54
6730,465.0,79.05,0.0,465.0
6731,237.3,35.49,0.0,1661.1000000000001
6732,263.14,-17.58,0.4,1052.56
6733,3.44,0.56,0.2,6.88
6734,465.04,19.99,0.07,1395.1200000000001
6735,281.62,13.54,0.002,844.86
6736,839.99,70.0,0.4,1679.98
6737,253.98,-128.3,0.402,507.96
6738,194.45,24.29,0.2,583.3499999999999
6739,532.5,207.66,0.0,1065.0
6740,264.99,119.22,0.0,264.99
6741,845.49,-12.08,0.3,6763.92
6742,363.49,87.55,0.17,1090.47
6743,483.55,-152.45,0.27,2417.75
6744,816.72,48.96,0.0,3266.88
6745,844.02,8.28,0.0,5064.12
6746,705.88,-506.12,0.47,3529.4
6747,252.0,108.36,0.0,504.0
6748,880.32,387.12,0.0,7042.56
6749,402.96,36.24,0.0,3223.68
6750,331.78,-356.66,0.6,1327.12
6751,674.9,14.48,0.07,1349.8
6752,424.53,17.43,0.27,2122.6499999999996
6753,886.95,79.74,0.0,2660.8500000000004
6754,387.22,38.02,0.002,1548.88
6755,173.46,50.28,0.0,173.46
6756,498.0,44.7,0.0,4980.0
6757,24.0,-2.7,0.2,48.0
6758,877.34,314.64,0.002,4386.7
6759,423.9,-17.01,0.5,3815.1
6760,371.79,59.4,0.0,1115.3700000000001
6761,735.02,-183.76,0.2,1470.04
6762,485.82,223.38,0.0,2914.92
6763,618.48,173.16,0.0,1236.96
6764,244.2,34.05,0.0,1221.0
6765,734.94,130.62,0.1,2939.76
6766,370.98,-311.67,0.5,1112.94
6767,340.08,33.96,0.0,680.16
6768,880.8,70.32,0.0,7046.4
6769,396.4,87.2,0.0,1585.6
6770,294.3,135.36,0.0,588.6
6771,137.24,46.32,0.2,686.2
6772,850.99,317.79,0.202,4254.95
6773,364.74,120.36,0.0,364.74
6774,549.24,252.6,0.0,2196.96
6775,362.4,39.84,0.0,362.4
6776,379.08,26.52,0.0,758.16
6777,445.28,17.76,0.0,1781.12
6778,211.3,105.6,0.0,1056.5
6779,528.66,137.43,0.0,1585.98
6780,348.43,-28.67,0.27,1742.15
6781,380.16,-21.24,0.1,1900.8000000000002
6782,369.45,84.96,0.0,1108.35
6783,523.98,125.73,0.0,1571.94
6784,567.6,0.0,0.2,2838.0
6785,1451.5,595.1,0.0,7257.5
6786,479.36,119.84,0.0,6711.04
6787,152.91,42.81,0.0,458.73
6788,388.62,85.44,0.0,777.24
6789,408.42,32.58,0.0,3675.78
6790,442.88,-57.52,0.15,3543.04
6791,122.76,42.96,0.0,491.04
6792,465.16,-255.86,0.4,930.32
6793,293.85,61.68,0.0,293.85
6794,348.39,97.44,0.0,2438.73
6795,345.1,4.27,0.2,1035.3000000000002
6796,36.26,16.68,0.0,253.82
6797,33.29,7.99,0.0,33.29
6798,474.48,218.16,0.0,5693.76
6799,265.44,23.22,0.2,796.3199999999999
6800,59.52,15.48,0.0,178.56
6801,35.91,9.7,0.0,107.72999999999999
6802,599.28,179.76,0.0,2397.12
6803,491.94,-254.34,0.4,2951.64
6804,587.28,170.28,0.0,2349.12
6805,297.48,145.74,0.0,594.96
6806,166.04,79.68,0.0,332.08
6807,457.14,169.14,0.0,457.14
6808,1057.38,285.48,0.0,3172.1400000000003
6809,597.36,203.04,0.0,3584.16
6810,29.33,3.67,0.2,87.99
6811,349.07,-462.52,0.6,349.07
6812,537.4,145.0,0.0,2687.0
6813,500.58,31.26,0.2,1001.16
6814,179.2,55.4,0.0,1792.0
6815,911.42,68.36,0.2,3645.68
6816,13.36,4.94,0.0,26.72
6817,403.2,-100.8,0.2,1209.6
6818,231.48,30.0,0.0,925.92
6819,576.0,194.4,0.2,5760.0
6820,583.48,93.32,0.0,1166.96
6821,23.08,6.92,0.0,46.16
6822,599.47,-319.73,0.4,1198.94
6823,469.84,56.32,0.0,1879.36
6824,274.7,72.08,0.2,824.0999999999999
6825,2.95,-2.06,0.7,5.9
6826,373.68,-20.76,0.1,373.68
6827,5.9,1.99,0.2,11.8
6828,432.81,25.92,0.0,1298.43
6829,745.69,182.23,0.1,1491.38
6830,308.07,17.01,0.1,2156.49
6831,494.22,217.44,0.0,494.22
6832,630.15,132.3,0.0,3150.75
6833,883.71,353.43,0.1,5302.26
6834,332.28,3.3,0.0,996.8399999999999
6835,480.24,81.6,0.0,1920.96
6836,446.4,44.6,0.0,2232.0
6837,354.15,173.52,0.0,1062.4499999999998
6838,333.6,40.02,0.0,667.2
6839,256.53,48.29,0.002,513.06
6840,1612.87,-143.57,0.1,19354.44
6841,350.48,66.56,0.0,1401.92
6842,161.51,43.01,0.1,323.02
6843,573.48,126.12,0.0,2293.92
6844,511.68,92.04,0.0,2046.72
6845,327.6,62.2,0.0,1638.0
6846,114.9,39.07,0.0,574.5
6847,352.35,17.55,0.0,1761.75
6848,93.78,36.57,0.0,187.56
6849,993.53,198.68,0.15,6954.71
6850,313.44,50.13,0.0,313.44
6851,396.84,67.44,0.0,793.68
6852,756.9,68.1,0.0,1513.8
6853,743.25,133.65,0.0,3716.25
6854,491.64,132.72,0.0,1966.56
6855,649.32,110.32,0.0,9090.480000000001
6856,192.9,40.5,0.0,964.5
6857,1183.63,445.39,0.07,4734.52
6858,524.9,-124.66,0.2,1049.8
6859,671.81,194.0,0.1,2015.4299999999998
6860,662.45,240.11,0.2,1324.9
6861,390.24,195.12,0.0,3121.92
6862,1119.2,255.8,0.3,5596.0
6863,649.35,25.95,0.0,3246.75
6864,225.24,58.56,0.0,675.72
6865,123.24,3.69,0.0,123.24
6866,420.69,-14.04,0.1,420.69
6867,348.04,149.64,0.0,696.08
6868,304.8,21.12,0.0,2438.4
6869,274.99,-158.21,0.6,1099.96
6870,408.42,171.36,0.0,3675.78
6871,1587.12,666.48,0.0,12696.96
6872,736.29,8.04,0.1,3681.45
6873,198.24,23.76,0.0,1585.92
6874,334.3,-109.94,0.27,334.3
6875,595.09,106.09,0.002,1785.27
6876,264.9,58.26,0.0,264.9
6877,120.24,30.0,0.0,480.96
6878,325.98,-260.82,0.5,2933.82
6879,797.94,-57.0,0.3,3191.76
6880,755.09,225.47,0.002,2265.27
6881,320.64,89.78,0.0,1282.56
6882,693.2,254.0,0.1,4159.200000000001
6883,418.67,53.15,0.37,1674.68
6884,479.95,129.59,0.0,2399.75
6885,612.98,100.73,0.27,3064.9
6886,574.56,44.64,0.1,4596.48
6887,771.72,185.16,0.0,3086.88
6888,1310.7,327.6,0.0,6553.5
6889,274.32,0.0,0.0,548.64
6890,632.07,-316.17,0.5,3792.42
6891,454.09,136.21,0.1,2724.54
6892,256.8,30.78,0.0,770.4000000000001
6893,303.27,37.32,0.27,909.81
6894,580.64,-197.51,0.5,1741.92
6895,415.44,149.49,0.0,1246.32
6896,222.98,-0.07,0.17,1114.8999999999999
6897,377.01,82.92,0.0,377.01
6898,339.84,37.35,0.0,1019.52
6899,166.08,53.04,0.0,664.32
6900,445.33,63.61,0.3,890.66
6901,236.4,96.9,0.0,472.8
6902,378.39,185.4,0.0,378.39
6903,510.18,86.68,0.0,5611.9800000000005
6904,501.81,0.0,0.0,1505.43
6905,552.36,121.48,0.0,1104.72
6906,414.18,115.05,0.1,414.18
6907,357.6,103.68,0.0,2860.8
6908,493.45,-57.59,0.4,1480.35
6909,196.98,39.39,0.0,196.98
6910,620.32,285.28,0.0,4962.56
6911,364.42,-109.34,0.4,728.84
6912,635.63,266.13,0.002,3178.15
6913,639.0,44.73,0.0,639.0
6914,892.8,0.0,0.0,8928.0
6915,650.88,32.48,0.0,5207.04
6916,978.48,10.8,0.1,2935.44
6917,594.36,112.92,0.0,2377.44
6918,873.07,-130.97,0.2,2619.21
6919,618.56,235.04,0.0,1237.12
6920,660.31,242.11,0.1,1320.62
6921,607.92,91.08,0.0,3647.5199999999995
6922,244.2,29.25,0.0,1221.0
6923,712.35,7.05,0.0,3561.75
6924,675.88,-43.67,0.07,3379.4
6925,375.9,0.0,0.0,2631.2999999999997
6926,349.6,31.4,0.0,1748.0
6927,272.76,13.62,0.0,818.28
6928,458.64,187.92,0.0,3669.12
6929,253.92,68.52,0.0,507.84
6930,606.9,285.2,0.0,3034.5
6931,535.78,101.78,0.0,3750.46
6932,291.0,-72.78,0.6,873.0
6933,379.08,30.3,0.0,758.16
6934,846.29,47.0,0.1,2538.87
6935,740.7,103.68,0.0,4444.200000000001
6936,555.03,266.28,0.0,3885.21
6937,551.16,154.32,0.0,2204.64
6938,607.82,60.74,0.1,2431.28
6939,621.5,-476.5,0.7,4972.0
6940,688.32,-436.08,0.4,5506.56
6941,406.44,20.28,0.0,1219.32
6942,258.12,92.88,0.0,2323.08
6943,225.07,-45.05,0.2,675.21
6944,256.74,0.0,0.0,770.22
6945,571.32,108.36,0.0,6855.84
6946,775.26,7.74,0.0,1550.52
6947,324.66,32.34,0.0,2272.6200000000003
6948,111.98,7.0,0.2,223.96
6949,646.38,50.22,0.1,5817.42
6950,222.35,34.55,0.1,1111.75
6951,845.46,295.74,0.0,5072.76
6952,397.89,19.89,0.0,1193.67
6953,402.78,145.5,0.17,1611.12
6954,303.12,87.84,0.0,1818.72
6955,544.28,-152.42,0.5,1632.84
6956,482.11,155.23,0.1,1928.44
6957,327.3,42.54,0.0,981.9000000000001
6958,597.84,263.04,0.0,1195.68
6959,349.44,122.22,0.0,2446.08
6960,362.0,170.1,0.0,1810.0
6961,268.03,-230.51,0.5,1876.2099999999998
6962,592.74,160.04,0.0,3556.44
6963,299.52,149.76,0.0,2695.68
6964,63.98,10.4,0.2,127.96
6965,685.76,128.0,0.25,4800.32
6966,586.4,275.6,0.0,5864.0
6967,642.99,-932.57,0.6,9001.86
6968,282.74,62.66,0.1,1979.18
6969,312.34,62.32,0.1,1874.04
6970,177.48,3.52,0.0,354.96
6971,634.5,272.7,0.0,3172.5
6972,265.26,13.26,0.0,530.52
6973,38.88,18.66,0.0,233.28000000000003
6974,457.89,111.84,0.1,1373.67
6975,161.7,38.64,0.0,2263.7999999999997
6976,270.9,27.0,0.0,1354.5
6977,1160.78,489.98,0.1,9286.24
6978,29.04,13.94,0.0,87.12
6979,594.18,47.52,0.0,1188.36
6980,527.76,5.2,0.0,2111.04
6981,336.0,23.52,0.0,2352.0
6982,387.09,127.71,0.0,387.09
6983,659.34,98.82,0.0,5934.06
6984,546.98,100.88,0.35,2734.9
6985,340.86,122.7,0.0,681.72
6986,531.58,244.44,0.0,3721.0600000000004
6987,675.54,285.12,0.1,4053.24
6988,566.61,28.32,0.0,566.61
6989,337.92,16.8,0.0,1351.68
6990,743.04,181.56,0.1,2972.16
6991,307.66,-169.34,0.6,1845.96
6992,856.8,291.24,0.0,5140.799999999999
6993,500.4,140.1,0.0,2502.0
6994,166.62,34.98,0.0,333.24
6995,22.2,10.43,0.0,111.0
6996,230.22,62.1,0.0,2071.98
6997,198.53,-49.63,0.2,1588.24
6998,493.32,172.56,0.0,1973.28
6999,333.09,23.32,0.0,999.27
7000,310.69,108.74,0.2,2174.83
7001,290.64,92.82,0.0,2034.48
7002,569.97,-159.66,0.25,1709.91
7003,302.38,22.68,0.2,907.14
7004,108.58,-25.33,0.4,434.32
7005,301.71,27.15,0.0,301.71
7006,359.48,-338.03,0.5,1797.4
7007,1226.52,232.92,0.0,7359.12
7008,501.67,89.47,0.002,1003.34
7009,173.94,8.67,0.0,173.94
7010,511.56,61.32,0.0,2046.24
7011,781.47,-594.09,0.5,4688.82
7012,379.38,125.16,0.0,758.76
7013,636.06,146.28,0.0,1272.12
7014,370.74,123.51,0.1,1112.22
7015,287.28,48.72,0.0,2010.9599999999998
7016,36.05,-0.9,0.2,108.14999999999999
7017,622.14,298.62,0.0,1866.42
7018,251.64,72.9,0.0,1509.84
7019,347.29,-46.37,0.25,3125.61
7020,525.13,-210.11,0.4,1575.3899999999999
7021,257.08,-141.41,0.6,257.08
7022,341.5,146.44,0.002,1024.5
7023,234.78,35.14,0.0,1643.46
7024,341.52,13.64,0.0,683.04
7025,1269.9,558.72,0.0,7619.400000000001
7026,869.7,191.25,0.0,4348.5
7027,337.2,151.74,0.0,674.4
7028,184.07,-263.83,0.7,368.14
7029,350.86,20.38,0.002,701.72
7030,1015.17,329.89,0.2,4060.68
7031,346.92,97.08,0.0,693.84
7032,664.56,6.6,0.0,3987.3599999999997
7033,347.64,-0.06,0.4,1738.1999999999998
7034,290.2,58.0,0.1,580.4
7035,13.68,3.69,0.0,27.36
7036,15.55,5.44,0.2,46.650000000000006
7037,414.72,62.16,0.0,3317.76
7038,543.11,-7.43,0.25,4887.99
7039,334.44,-17.66,0.202,1672.2
7040,963.14,108.35,0.2,3852.56
7041,216.95,33.65,0.1,1084.75
7042,167.94,82.29,0.0,503.82
7043,149.4,2.88,0.0,597.6
7044,346.11,107.61,0.1,1038.33
7045,271.26,-33.94,0.2,1898.82
7046,286.61,-68.81,0.5,859.83
7047,423.27,181.98,0.0,1269.81
7048,435.67,164.47,0.1,1742.68
7049,417.42,45.9,0.0,2504.52
7050,723.32,-277.4,0.4,5063.240000000001
7051,25.03,7.82,0.2,75.09
7052,221.29,-22.19,0.1,442.58
7053,196.98,39.39,0.0,196.98
7054,467.43,219.69,0.0,467.43
7055,855.75,68.46,0.0,5990.25
7056,827.52,182.0,0.0,3310.08
7057,539.24,-59.92,0.1,1078.48
7058,500.67,75.06,0.0,1502.01
7059,442.48,83.56,0.1,1769.92
7060,877.91,87.68,0.1,6145.37
7061,646.8,284.5,0.0,3234.0
7062,141.12,-51.78,0.4,705.6
7063,5.88,1.71,0.0,11.76
7064,528.93,188.01,0.1,1057.86
7065,385.92,138.88,0.0,1543.68
7066,1004.17,-96.83,0.17,4016.68
7067,348.62,108.38,0.1,2788.96
7068,1037.19,373.38,0.0,7260.33
7069,527.34,131.82,0.0,1054.68
7070,33.57,11.75,0.2,67.14
7071,556.7,-18.58,0.4,1670.1000000000001
7072,169.1,81.1,0.0,845.5
7073,426.4,76.7,0.0,2132.0
7074,560.1,5.6,0.0,2800.5
7075,212.04,86.88,0.0,848.16
7076,194.85,12.18,0.2,779.4
7077,271.68,114.0,0.0,2173.44
7078,339.18,67.8,0.0,678.36
7079,674.4,303.48,0.0,2697.6
7080,409.26,102.3,0.0,818.52
7081,375.61,71.95,0.27,1126.83
7082,273.46,-12.2,0.1,546.92
7083,747.0,-435.84,0.4,2988.0
7084,232.4,78.44,0.2,1162.0
