DATE_ID,ORDER_DATE,SHIP_DATE,YEAR,DAY_NAME,DELIVERY_DAYS,SHIPPING_COST
10907,2012-05-09,2012-05-16,2012,Wednesday,7 days,24.8
10908,2015-06-06,2015-06-06,2015,Saturday,0 days,24.799
10909,2014-08-06,2014-08-08,2014,Wednesday,2 days,24.78
10910,2014-10-04,2014-10-10,2014,Saturday,6 days,24.78
10911,2012-03-22,2012-03-28,2012,Thursday,6 days,24.78
10912,2012-07-27,2012-07-31,2012,Friday,4 days,24.78
10913,2015-06-11,2015-06-17,2015,Thursday,6 days,24.78
10914,2012-03-21,2012-03-25,2012,Wednesday,4 days,5.61
10915,2013-01-08,2013-01-12,2013,Tuesday,4 days,5.42
10916,2014-06-12,2014-06-15,2014,Thursday,3 days,24.77
10917,2013-06-19,2013-06-21,2013,Wednesday,2 days,24.77
10918,2015-07-04,2015-07-09,2015,Saturday,5 days,24.76
10919,2014-03-11,2014-03-16,2014,Tuesday,5 days,24.76
10920,2014-12-03,2014-12-08,2014,Wednesday,5 days,24.76
10921,2012-01-26,2012-01-26,2012,Thursday,0 days,24.75
10922,2013-12-13,2013-12-15,2013,Friday,2 days,24.75
10923,2015-08-02,2015-08-07,2015,Sunday,5 days,24.75
10924,2012-01-21,2012-01-27,2012,Saturday,6 days,24.75
10925,2015-03-27,2015-04-02,2015,Friday,6 days,24.745
10926,2014-10-09,2014-10-14,2014,Thursday,5 days,24.74
10927,2015-08-29,2015-09-02,2015,Saturday,4 days,24.74
10928,2014-08-08,2014-08-12,2014,Friday,4 days,24.74
10929,2013-01-08,2013-01-12,2013,Tuesday,4 days,3.57
10930,2014-02-13,2014-02-18,2014,Thursday,5 days,24.74
10931,2015-11-10,2015-11-10,2015,Tuesday,0 days,24.73
10932,2014-11-05,2014-11-07,2014,Wednesday,2 days,24.73
10933,2015-06-14,2015-06-14,2015,Sunday,0 days,23.7
10934,2012-06-27,2012-07-01,2012,Wednesday,4 days,2.3
10935,2015-05-13,2015-05-15,2015,Wednesday,2 days,2.03
10936,2015-08-20,2015-08-22,2015,Thursday,2 days,23.69
10937,2012-07-06,2012-07-11,2012,Friday,5 days,23.69
10938,2012-02-02,2012-02-07,2012,Thursday,5 days,23.69
10939,2013-10-29,2013-11-02,2013,Tuesday,4 days,23.69
10940,2014-10-30,2014-11-05,2014,Thursday,6 days,23.685
10941,2015-02-24,2015-03-01,2015,Tuesday,5 days,23.68
10942,2015-05-13,2015-05-15,2015,Wednesday,2 days,1.7
10943,2012-09-04,2012-09-06,2012,Tuesday,2 days,23.68
10944,2015-07-29,2015-08-02,2015,Wednesday,4 days,23.67
10945,2014-02-19,2014-02-21,2014,Wednesday,2 days,23.67
10946,2015-07-08,2015-07-13,2015,Wednesday,5 days,23.67
10947,2012-02-16,2012-02-19,2012,Thursday,3 days,23.67
10948,2013-06-04,2013-06-10,2013,Tuesday,6 days,23.67
10949,2014-12-12,2014-12-18,2014,Friday,6 days,1.41
10950,2012-05-31,2012-06-04,2012,Thursday,4 days,23.66
10951,2013-11-07,2013-11-12,2013,Thursday,5 days,23.66
10952,2014-08-15,2014-08-20,2014,Friday,5 days,23.651
10953,2012-09-13,2012-09-17,2012,Thursday,4 days,1.36
10954,2012-06-27,2012-07-01,2012,Wednesday,4 days,1.24
10955,2014-10-16,2014-10-22,2014,Thursday,6 days,78.45
10956,2013-09-27,2013-10-01,2013,Friday,4 days,23.64
10957,2014-04-04,2014-04-10,2014,Friday,6 days,23.64
10958,2015-02-13,2015-02-18,2015,Friday,5 days,23.64
10959,2013-09-21,2013-09-23,2013,Saturday,2 days,27.14
10960,2015-02-24,2015-02-27,2015,Tuesday,3 days,23.63
10961,2015-05-13,2015-05-19,2015,Wednesday,6 days,22.71
10962,2013-10-25,2013-10-31,2013,Friday,6 days,22.704
10963,2015-10-14,2015-10-15,2015,Wednesday,1 days,22.7
10964,2013-03-27,2013-04-01,2013,Wednesday,5 days,22.7
10965,2014-12-26,2014-12-29,2014,Friday,3 days,22.7
10966,2015-09-10,2015-09-16,2015,Thursday,6 days,1.83
10967,2013-06-11,2013-06-15,2013,Tuesday,4 days,22.69
10968,2012-03-21,2012-03-27,2012,Wednesday,6 days,22.69
10969,2013-11-20,2013-11-21,2013,Wednesday,1 days,22.69
10970,2013-02-06,2013-02-10,2013,Wednesday,4 days,1.71
10971,2014-11-18,2014-11-24,2014,Tuesday,6 days,22.683
10972,2014-07-22,2014-07-29,2014,Tuesday,7 days,22.68
10973,2013-09-17,2013-09-17,2013,Tuesday,0 days,22.68
10974,2013-06-11,2013-06-17,2013,Tuesday,6 days,22.68
10975,2014-12-20,2014-12-22,2014,Saturday,2 days,22.67
10976,2014-06-02,2014-06-05,2014,Monday,3 days,22.67
10977,2015-10-22,2015-10-23,2015,Thursday,1 days,1.66
10978,2014-08-16,2014-08-20,2014,Saturday,4 days,22.67
10979,2015-01-15,2015-01-20,2015,Thursday,5 days,22.665
10980,2015-04-25,2015-04-28,2015,Saturday,3 days,1.53
10981,2014-09-14,2014-09-18,2014,Sunday,4 days,22.66
10982,2013-06-09,2013-06-13,2013,Sunday,4 days,22.66
10983,2014-07-23,2014-07-29,2014,Wednesday,6 days,22.66
10984,2013-10-08,2013-10-10,2013,Tuesday,2 days,22.653
10985,2014-09-10,2014-09-15,2014,Wednesday,5 days,22.65
10986,2013-10-31,2013-11-04,2013,Thursday,4 days,1.33
10987,2014-03-16,2014-03-22,2014,Sunday,6 days,22.65
10988,2015-02-21,2015-02-27,2015,Saturday,6 days,22.65
10989,2012-09-20,2012-09-20,2012,Thursday,0 days,25.931
10990,2015-02-24,2015-03-02,2015,Tuesday,6 days,3.82
10991,2015-11-07,2015-11-12,2015,Saturday,5 days,25.92
10992,2014-06-07,2014-06-08,2014,Saturday,1 days,3.3
10993,2014-09-20,2014-09-22,2014,Saturday,2 days,25.92
10994,2012-08-10,2012-08-13,2012,Friday,3 days,25.92
10995,2015-05-03,2015-05-03,2015,Sunday,0 days,25.92
10996,2014-09-30,2014-10-06,2014,Tuesday,6 days,25.91
10997,2014-05-10,2014-05-13,2014,Saturday,3 days,25.9
10998,2012-03-28,2012-04-01,2012,Wednesday,4 days,25.894
10999,2015-06-18,2015-06-18,2015,Thursday,0 days,25.89
11000,2012-05-20,2012-05-23,2012,Sunday,3 days,25.882
11001,2012-02-16,2012-02-21,2012,Thursday,5 days,25.88
11002,2015-03-11,2015-03-13,2015,Wednesday,2 days,25.88
11003,2015-09-12,2015-09-16,2015,Saturday,4 days,25.88
11004,2014-06-07,2014-06-08,2014,Saturday,1 days,3.02
11005,2015-02-05,2015-02-09,2015,Thursday,4 days,25.87
11006,2012-09-19,2012-09-22,2012,Wednesday,3 days,25.87
11007,2014-11-28,2014-11-28,2014,Friday,0 days,25.87
11008,2013-03-10,2013-03-15,2013,Sunday,5 days,25.864
11009,2013-09-10,2013-09-12,2013,Tuesday,2 days,25.86
11010,2014-03-13,2014-03-17,2014,Thursday,4 days,2.92
11011,2012-02-07,2012-02-12,2012,Tuesday,5 days,25.86
11012,2012-05-01,2012-05-02,2012,Tuesday,1 days,25.85
11013,2014-01-21,2014-01-26,2014,Tuesday,5 days,25.85
11014,2015-01-15,2015-01-20,2015,Thursday,5 days,25.85
11015,2014-04-09,2014-04-15,2014,Wednesday,6 days,2.3
11016,2013-07-11,2013-07-13,2013,Thursday,2 days,1.85
11017,2015-10-23,2015-10-27,2015,Friday,4 days,24.73
11018,2013-07-20,2013-07-26,2013,Saturday,6 days,24.73
11019,2015-10-20,2015-10-22,2015,Tuesday,2 days,24.73
11020,2014-10-07,2014-10-07,2014,Tuesday,0 days,24.73
11021,2015-04-02,2015-04-03,2015,Thursday,1 days,24.73
11022,2015-08-08,2015-08-12,2015,Saturday,4 days,24.72
11023,2012-08-30,2012-09-04,2012,Thursday,5 days,24.72
11024,2015-10-10,2015-10-14,2015,Saturday,4 days,24.72
11025,2015-03-18,2015-03-21,2015,Wednesday,3 days,24.72
11026,2014-09-27,2014-09-27,2014,Saturday,0 days,24.72
11027,2012-06-20,2012-06-25,2012,Wednesday,5 days,24.71
11028,2013-07-06,2013-07-06,2013,Saturday,0 days,24.71
11029,2013-10-23,2013-10-28,2013,Wednesday,5 days,3.03
11030,2012-12-16,2012-12-20,2012,Sunday,4 days,24.71
11031,2013-01-08,2013-01-12,2013,Tuesday,4 days,2.61
11032,2014-09-25,2014-09-26,2014,Thursday,1 days,24.7
11033,2015-11-11,2015-11-15,2015,Wednesday,4 days,24.7
11034,2014-06-04,2014-06-08,2014,Wednesday,4 days,24.698
11035,2012-09-14,2012-09-18,2012,Friday,4 days,24.694
11036,2015-09-26,2015-09-30,2015,Saturday,4 days,24.692
11037,2013-10-23,2013-10-28,2013,Wednesday,5 days,1.66
11038,2013-09-14,2013-09-18,2013,Saturday,4 days,1.59
11039,2015-03-15,2015-03-21,2015,Sunday,6 days,24.69
11040,2012-03-21,2012-03-25,2012,Wednesday,4 days,1.33
11041,2014-01-18,2014-01-21,2014,Saturday,3 days,24.69
11042,2014-05-03,2014-05-07,2014,Saturday,4 days,24.684
11043,2014-04-25,2014-04-29,2014,Friday,4 days,123.77
11044,2012-09-26,2012-09-30,2012,Wednesday,4 days,23.63
11045,2015-06-24,2015-06-30,2015,Wednesday,6 days,23.63
11046,2014-10-16,2014-10-22,2014,Thursday,6 days,14.18
11047,2013-12-04,2013-12-05,2013,Wednesday,1 days,23.62
11048,2013-01-01,2013-01-05,2013,Tuesday,4 days,23.62
11049,2013-06-30,2013-07-06,2013,Sunday,6 days,23.62
11050,2014-08-28,2014-09-02,2014,Thursday,5 days,23.62
11051,2013-08-02,2013-08-07,2013,Friday,5 days,23.62
11052,2014-11-27,2014-11-29,2014,Thursday,2 days,4.92
11053,2014-11-27,2014-11-29,2014,Thursday,2 days,2.89
11054,2015-05-24,2015-05-29,2015,Sunday,5 days,23.61
11055,2013-12-13,2013-12-13,2013,Friday,0 days,23.609
11056,2012-09-01,2012-09-06,2012,Saturday,5 days,23.602
11057,2014-12-16,2014-12-20,2014,Tuesday,4 days,23.6
11058,2015-04-15,2015-04-15,2015,Wednesday,0 days,23.6
11059,2013-06-01,2013-06-06,2013,Saturday,5 days,23.6
11060,2014-05-19,2014-05-23,2014,Monday,4 days,23.6
11061,2014-02-07,2014-02-07,2014,Friday,0 days,23.599
11062,2014-06-29,2014-06-30,2014,Sunday,1 days,23.594
11063,2012-12-26,2012-12-30,2012,Wednesday,4 days,2.35
11064,2015-11-19,2015-11-24,2015,Thursday,5 days,23.59
11065,2014-03-18,2014-03-18,2014,Tuesday,0 days,23.59
11066,2015-05-16,2015-05-16,2015,Saturday,0 days,23.58
11067,2014-07-03,2014-07-05,2014,Thursday,2 days,23.58
11068,2014-12-02,2014-12-06,2014,Tuesday,4 days,23.58
11069,2015-06-27,2015-07-01,2015,Saturday,4 days,23.57
11070,2014-05-06,2014-05-09,2014,Tuesday,3 days,23.57
11071,2015-12-26,2015-12-26,2015,Saturday,0 days,23.57
11072,2014-11-19,2014-11-26,2014,Wednesday,7 days,22.65
11073,2014-10-09,2014-10-12,2014,Thursday,3 days,22.648
11074,2012-09-14,2012-09-18,2012,Friday,4 days,22.64
11075,2013-12-25,2013-12-30,2013,Wednesday,5 days,22.637
11076,2015-12-10,2015-12-14,2015,Thursday,4 days,1.23
11077,2014-10-03,2014-10-07,2014,Friday,4 days,22.63
11078,2012-06-07,2012-06-12,2012,Thursday,5 days,22.63
11079,2014-08-03,2014-08-09,2014,Sunday,6 days,22.63
11080,2014-08-03,2014-08-05,2014,Sunday,2 days,22.63
11081,2015-12-10,2015-12-14,2015,Thursday,4 days,1.22
11082,2013-06-16,2013-06-21,2013,Sunday,5 days,22.62
11083,2014-12-10,2014-12-11,2014,Wednesday,1 days,22.62
11084,2012-06-22,2012-06-24,2012,Friday,2 days,22.6
11085,2014-07-22,2014-07-27,2014,Tuesday,5 days,1.22
11086,2013-05-14,2013-05-18,2013,Tuesday,4 days,22.6
11087,2014-09-11,2014-09-18,2014,Thursday,7 days,22.6
11088,2015-01-18,2015-01-22,2015,Sunday,4 days,22.6
11089,2014-08-08,2014-08-13,2014,Friday,5 days,22.6
11090,2014-08-31,2014-09-04,2014,Sunday,4 days,22.59
11091,2012-03-25,2012-03-30,2012,Sunday,5 days,1.19
11092,2014-08-19,2014-08-24,2014,Tuesday,5 days,22.58
11093,2015-02-03,2015-02-09,2015,Tuesday,6 days,22.58
11094,2014-12-10,2014-12-15,2014,Wednesday,5 days,1.05
11095,2015-11-27,2015-12-02,2015,Friday,5 days,75.28
11096,2015-08-14,2015-08-19,2015,Friday,5 days,67.68
11097,2012-12-27,2013-01-02,2012,Thursday,6 days,22.57
11098,2015-10-10,2015-10-14,2015,Saturday,4 days,22.57
11099,2015-03-15,2015-03-17,2015,Sunday,2 days,22.57
11100,2015-05-20,2015-05-25,2015,Wednesday,5 days,25.83
11101,2012-08-16,2012-08-22,2012,Thursday,6 days,25.83
11102,2015-08-18,2015-08-24,2015,Tuesday,6 days,25.825
11103,2012-07-26,2012-08-02,2012,Thursday,7 days,25.82
11104,2012-07-19,2012-07-19,2012,Thursday,0 days,25.82
11105,2014-04-24,2014-04-27,2014,Thursday,3 days,25.82
11106,2014-06-11,2014-06-14,2014,Wednesday,3 days,25.82
11107,2015-03-28,2015-04-01,2015,Saturday,4 days,25.82
11108,2012-01-19,2012-01-24,2012,Thursday,5 days,25.814
11109,2012-12-07,2012-12-07,2012,Friday,0 days,25.81
11110,2012-12-25,2012-12-29,2012,Tuesday,4 days,1.64
11111,2014-12-09,2014-12-13,2014,Tuesday,4 days,25.81
11112,2015-03-13,2015-03-15,2015,Friday,2 days,25.81
11113,2015-12-12,2015-12-15,2015,Saturday,3 days,25.81
11114,2015-06-12,2015-06-16,2015,Friday,4 days,25.81
11115,2015-11-15,2015-11-18,2015,Sunday,3 days,1.6
11116,2014-12-04,2014-12-09,2014,Thursday,5 days,25.8
11117,2015-04-28,2015-05-01,2015,Tuesday,3 days,25.8
11118,2012-08-14,2012-08-21,2012,Tuesday,7 days,25.8
11119,2014-07-22,2014-07-25,2014,Tuesday,3 days,25.8
11120,2013-09-14,2013-09-17,2013,Saturday,3 days,25.797
11121,2015-11-01,2015-11-04,2015,Sunday,3 days,25.79
11122,2014-04-01,2014-04-07,2014,Tuesday,6 days,25.79
11123,2013-03-16,2013-03-16,2013,Saturday,0 days,25.79
11124,2015-12-23,2015-12-28,2015,Wednesday,5 days,25.78
11125,2015-01-30,2015-02-03,2015,Friday,4 days,1.41
11126,2013-08-13,2013-08-17,2013,Tuesday,4 days,1.32
11127,2013-10-15,2013-10-21,2013,Tuesday,6 days,25.77
11128,2014-11-20,2014-11-20,2014,Thursday,0 days,24.68
11129,2015-01-29,2015-02-02,2015,Thursday,4 days,50.07
11130,2013-08-27,2013-09-02,2013,Tuesday,6 days,24.68
11131,2014-08-08,2014-08-13,2014,Friday,5 days,24.675
11132,2013-12-03,2013-12-07,2013,Tuesday,4 days,24.674
11133,2015-08-01,2015-08-07,2015,Saturday,6 days,24.674
11134,2015-12-23,2015-12-29,2015,Wednesday,6 days,24.67
11135,2014-12-16,2014-12-18,2014,Tuesday,2 days,24.67
11136,2012-06-08,2012-06-12,2012,Friday,4 days,24.67
11137,2015-07-14,2015-07-16,2015,Tuesday,2 days,24.67
11138,2013-11-01,2013-11-03,2013,Friday,2 days,24.668
11139,2014-11-12,2014-11-15,2014,Wednesday,3 days,24.662
11140,2014-12-17,2014-12-21,2014,Wednesday,4 days,24.66
11141,2015-03-04,2015-03-08,2015,Wednesday,4 days,24.66
11142,2014-08-27,2014-09-01,2014,Wednesday,5 days,24.66
11143,2015-03-28,2015-04-02,2015,Saturday,5 days,24.66
11144,2014-03-04,2014-03-08,2014,Tuesday,4 days,24.65
11145,2014-09-25,2014-10-02,2014,Thursday,7 days,48.4
11146,2015-11-26,2015-11-27,2015,Thursday,1 days,24.65
11147,2015-05-21,2015-05-25,2015,Thursday,4 days,24.65
11148,2014-07-17,2014-07-19,2014,Thursday,2 days,24.65
11149,2015-11-04,2015-11-06,2015,Wednesday,2 days,24.65
11150,2014-01-18,2014-01-20,2014,Saturday,2 days,24.65
11151,2014-01-18,2014-01-24,2014,Saturday,6 days,24.649
11152,2015-09-17,2015-09-19,2015,Thursday,2 days,24.648
11153,2013-07-10,2013-07-14,2013,Wednesday,4 days,24.644
11154,2013-12-08,2013-12-11,2013,Sunday,3 days,24.64
11155,2015-04-19,2015-04-23,2015,Sunday,4 days,24.64
11156,2013-06-06,2013-06-09,2013,Thursday,3 days,23.57
11157,2015-11-15,2015-11-20,2015,Sunday,5 days,23.57
11158,2013-07-05,2013-07-08,2013,Friday,3 days,23.563
11159,2015-12-15,2015-12-19,2015,Tuesday,4 days,23.56
11160,2012-12-16,2012-12-21,2012,Sunday,5 days,23.56
11161,2012-01-11,2012-01-18,2012,Wednesday,7 days,23.56
11162,2013-01-30,2013-02-02,2013,Wednesday,3 days,23.56
11163,2014-11-22,2014-11-27,2014,Saturday,5 days,23.559
11164,2013-08-03,2013-08-05,2013,Saturday,2 days,23.556
11165,2012-12-26,2012-12-30,2012,Wednesday,4 days,1.95
11166,2013-04-23,2013-04-27,2013,Tuesday,4 days,23.55
11167,2013-05-16,2013-05-18,2013,Thursday,2 days,23.55
11168,2015-08-23,2015-08-28,2015,Sunday,5 days,23.55
11169,2015-10-31,2015-11-03,2015,Saturday,3 days,23.541
11170,2012-12-11,2012-12-13,2012,Tuesday,2 days,23.54
11171,2013-09-21,2013-09-23,2013,Saturday,2 days,1.9
11172,2015-06-13,2015-06-18,2015,Saturday,5 days,23.54
11173,2015-08-18,2015-08-25,2015,Tuesday,7 days,23.533
11174,2013-08-24,2013-08-25,2013,Saturday,1 days,23.53
11175,2013-03-05,2013-03-07,2013,Tuesday,2 days,23.53
11176,2013-06-11,2013-06-15,2013,Tuesday,4 days,23.53
11177,2015-11-03,2015-11-06,2015,Tuesday,3 days,23.53
11178,2015-11-17,2015-11-22,2015,Tuesday,5 days,23.53
11179,2015-02-10,2015-02-14,2015,Tuesday,4 days,23.52
11180,2015-03-17,2015-03-22,2015,Tuesday,5 days,23.51
11181,2012-09-09,2012-09-11,2012,Sunday,2 days,23.51
11182,2012-11-20,2012-11-25,2012,Tuesday,5 days,23.51
11183,2015-08-20,2015-08-25,2015,Thursday,5 days,23.51
11184,2015-08-15,2015-08-21,2015,Saturday,6 days,22.567
11185,2015-09-05,2015-09-05,2015,Saturday,0 days,22.567
11186,2013-09-26,2013-09-28,2013,Thursday,2 days,22.563
11187,2012-07-04,2012-07-04,2012,Wednesday,0 days,25.69
11188,2015-08-12,2015-08-16,2015,Wednesday,4 days,22.56
11189,2015-09-29,2015-10-03,2015,Tuesday,4 days,22.56
11190,2013-11-10,2013-11-14,2013,Sunday,4 days,22.56
11191,2014-03-25,2014-03-27,2014,Tuesday,2 days,25.35
11192,2015-04-28,2015-05-03,2015,Tuesday,5 days,22.56
11193,2015-08-14,2015-08-19,2015,Friday,5 days,23.66
11194,2014-04-12,2014-04-16,2014,Saturday,4 days,22.55
11195,2013-01-18,2013-01-24,2013,Friday,6 days,22.55
11196,2012-12-01,2012-12-01,2012,Saturday,0 days,22.55
11197,2012-03-22,2012-03-25,2012,Thursday,3 days,22.55
11198,2015-03-21,2015-03-26,2015,Saturday,5 days,22.54
11199,2012-07-06,2012-07-09,2012,Friday,3 days,22.538
11200,2013-05-06,2013-05-10,2013,Monday,4 days,22.535
11201,2012-12-20,2012-12-22,2012,Thursday,2 days,22.53
11202,2015-08-08,2015-08-10,2015,Saturday,2 days,22.53
11203,2015-08-04,2015-08-09,2015,Tuesday,5 days,22.53
11204,2013-03-26,2013-03-26,2013,Tuesday,0 days,22.53
11205,2015-08-14,2015-08-19,2015,Friday,5 days,14.46
11206,2015-02-20,2015-02-26,2015,Friday,6 days,22.53
11207,2012-09-13,2012-09-19,2012,Thursday,6 days,22.523
11208,2013-05-30,2013-06-01,2013,Thursday,2 days,22.521
11209,2014-12-04,2014-12-07,2014,Thursday,3 days,22.52
11210,2014-08-15,2014-08-17,2014,Friday,2 days,22.52
11211,2013-07-24,2013-07-30,2013,Wednesday,6 days,22.52
11212,2014-05-17,2014-05-23,2014,Saturday,6 days,25.76
11213,2015-12-04,2015-12-09,2015,Friday,5 days,25.76
11214,2015-08-16,2015-08-21,2015,Sunday,5 days,25.76
11215,2013-08-02,2013-08-04,2013,Friday,2 days,25.76
11216,2015-08-21,2015-08-27,2015,Friday,6 days,25.75
11217,2015-10-22,2015-10-26,2015,Thursday,4 days,25.75
11218,2015-06-08,2015-06-11,2015,Monday,3 days,25.75
11219,2015-04-07,2015-04-09,2015,Tuesday,2 days,25.75
11220,2015-08-01,2015-08-04,2015,Saturday,3 days,25.75
11221,2013-03-15,2013-03-17,2013,Friday,2 days,25.74
11222,2015-10-07,2015-10-09,2015,Wednesday,2 days,25.736
11223,2013-07-11,2013-07-13,2013,Thursday,2 days,1.17
11224,2012-12-25,2012-12-29,2012,Tuesday,4 days,1.1
11225,2013-08-14,2013-08-19,2013,Wednesday,5 days,25.73
11226,2015-10-09,2015-10-13,2015,Friday,4 days,25.73
11227,2015-12-22,2015-12-24,2015,Tuesday,2 days,25.726
11228,2013-12-11,2013-12-16,2013,Wednesday,5 days,25.723
11229,2015-04-21,2015-04-25,2015,Tuesday,4 days,25.72
11230,2014-12-25,2014-12-31,2014,Thursday,6 days,25.714
11231,2012-12-02,2012-12-05,2012,Sunday,3 days,25.71
11232,2013-10-27,2013-10-29,2013,Sunday,2 days,25.704
11233,2013-07-16,2013-07-19,2013,Tuesday,3 days,25.7
11234,2013-07-11,2013-07-13,2013,Thursday,2 days,1.07
11235,2014-05-08,2014-05-14,2014,Thursday,6 days,25.69
11236,2014-06-07,2014-06-08,2014,Saturday,1 days,1.03
11237,2015-03-08,2015-03-08,2015,Sunday,0 days,25.69
11238,2012-08-29,2012-09-05,2012,Wednesday,7 days,25.689
11239,2012-11-14,2012-11-14,2012,Wednesday,0 days,25.683
11240,2015-04-19,2015-04-24,2015,Sunday,5 days,24.638
11241,2015-04-16,2015-04-21,2015,Thursday,5 days,24.632
11242,2014-03-28,2014-03-30,2014,Friday,2 days,24.63
11243,2012-12-07,2012-12-10,2012,Friday,3 days,24.63
11244,2012-12-04,2012-12-09,2012,Tuesday,5 days,24.63
11245,2013-12-28,2014-01-01,2013,Saturday,4 days,24.628
11246,2015-10-15,2015-10-17,2015,Thursday,2 days,24.62
11247,2014-05-15,2014-05-17,2014,Thursday,2 days,24.62
11248,2015-09-17,2015-09-19,2015,Thursday,2 days,3.9
11249,2014-11-20,2014-11-25,2014,Thursday,5 days,24.62
11250,2014-11-14,2014-11-19,2014,Friday,5 days,24.62
11251,2012-11-24,2012-11-30,2012,Saturday,6 days,24.62
11252,2015-12-04,2015-12-07,2015,Friday,3 days,24.614
11253,2014-09-19,2014-09-21,2014,Friday,2 days,24.613
11254,2015-02-11,2015-02-13,2015,Wednesday,2 days,24.61
11255,2015-04-15,2015-04-16,2015,Wednesday,1 days,3.08
11256,2014-02-22,2014-02-26,2014,Saturday,4 days,24.61
11257,2013-08-07,2013-08-09,2013,Wednesday,2 days,24.6
11258,2015-04-02,2015-04-03,2015,Thursday,1 days,24.6
11259,2014-02-07,2014-02-14,2014,Friday,7 days,24.6
11260,2014-09-25,2014-10-02,2014,Thursday,7 days,2.86
11261,2014-04-25,2014-04-29,2014,Friday,4 days,1.56
11262,2014-08-24,2014-08-29,2014,Sunday,5 days,24.59
11263,2012-11-11,2012-11-15,2012,Sunday,4 days,24.59
11264,2015-04-29,2015-05-01,2015,Wednesday,2 days,24.59
11265,2015-10-09,2015-10-14,2015,Friday,5 days,24.58
11266,2014-04-25,2014-04-29,2014,Friday,4 days,1.16
11267,2015-07-17,2015-07-20,2015,Friday,3 days,24.57
11268,2015-11-18,2015-11-22,2015,Wednesday,4 days,23.51
11269,2014-09-26,2014-09-30,2014,Friday,4 days,23.51
11270,2015-07-22,2015-07-26,2015,Wednesday,4 days,23.503
11271,2014-05-31,2014-06-04,2014,Saturday,4 days,23.5
11272,2014-10-15,2014-10-21,2014,Wednesday,6 days,23.5
11273,2013-12-04,2013-12-09,2013,Wednesday,5 days,23.5
11274,2013-12-03,2013-12-05,2013,Tuesday,2 days,23.5
11275,2015-03-26,2015-03-29,2015,Thursday,3 days,23.49
11276,2014-07-30,2014-08-03,2014,Wednesday,4 days,23.49
11277,2014-05-04,2014-05-06,2014,Sunday,2 days,23.49
11278,2012-06-02,2012-06-07,2012,Saturday,5 days,23.49
11279,2015-04-11,2015-04-17,2015,Saturday,6 days,23.483
11280,2014-10-16,2014-10-22,2014,Thursday,6 days,1.83
11281,2015-04-25,2015-04-29,2015,Saturday,4 days,23.48
11282,2014-02-26,2014-03-01,2014,Wednesday,3 days,23.476
11283,2013-01-30,2013-02-02,2013,Wednesday,3 days,23.472
11284,2014-03-08,2014-03-12,2014,Saturday,4 days,23.47
11285,2015-09-26,2015-10-01,2015,Saturday,5 days,23.47
11286,2013-07-04,2013-07-09,2013,Thursday,5 days,23.47
11287,2015-03-20,2015-03-21,2015,Friday,1 days,23.47
11288,2013-06-13,2013-06-18,2013,Thursday,5 days,23.47
11289,2014-10-16,2014-10-22,2014,Thursday,6 days,1.72
11290,2014-10-16,2014-10-22,2014,Thursday,6 days,1.36
11291,2015-09-19,2015-09-24,2015,Saturday,5 days,23.46
11292,2015-06-28,2015-06-29,2015,Sunday,1 days,23.45
11293,2013-12-12,2013-12-14,2013,Thursday,2 days,23.45
11294,2014-11-07,2014-11-11,2014,Friday,4 days,23.44
11295,2014-12-20,2014-12-22,2014,Saturday,2 days,23.434
11296,2013-06-05,2013-06-09,2013,Wednesday,4 days,22.52
11297,2015-07-30,2015-08-04,2015,Thursday,5 days,22.517
11298,2014-12-24,2014-12-31,2014,Wednesday,7 days,22.514
11299,2015-04-21,2015-04-25,2015,Tuesday,4 days,22.512
11300,2015-08-04,2015-08-09,2015,Tuesday,5 days,22.51
11301,2014-11-06,2014-11-12,2014,Thursday,6 days,22.51
11302,2012-09-11,2012-09-17,2012,Tuesday,6 days,22.51
11303,2015-05-26,2015-05-26,2015,Tuesday,0 days,22.51
11304,2014-03-13,2014-03-18,2014,Thursday,5 days,22.5
11305,2014-04-10,2014-04-16,2014,Thursday,6 days,22.5
11306,2015-03-13,2015-03-15,2015,Friday,2 days,22.498
11307,2015-10-14,2015-10-18,2015,Wednesday,4 days,22.49
11308,2015-09-04,2015-09-08,2015,Friday,4 days,22.49
11309,2015-11-27,2015-12-02,2015,Friday,5 days,10.45
11310,2014-08-16,2014-08-20,2014,Saturday,4 days,22.49
11311,2015-09-19,2015-09-21,2015,Saturday,2 days,6.97
11312,2015-05-26,2015-05-30,2015,Tuesday,4 days,22.49
11313,2012-11-22,2012-11-26,2012,Thursday,4 days,22.49
11314,2015-11-11,2015-11-15,2015,Wednesday,4 days,22.48
11315,2015-06-23,2015-06-24,2015,Tuesday,1 days,5.45
11316,2015-06-09,2015-06-14,2015,Tuesday,5 days,22.48
11317,2013-02-19,2013-02-23,2013,Tuesday,4 days,22.48
11318,2013-05-04,2013-05-10,2013,Saturday,6 days,22.47
11319,2014-06-19,2014-06-24,2014,Thursday,5 days,22.47
11320,2013-12-24,2013-12-29,2013,Tuesday,5 days,22.47
11321,2014-09-13,2014-09-18,2014,Saturday,5 days,22.47
11322,2014-02-13,2014-02-19,2014,Thursday,6 days,22.47
11323,2012-07-04,2012-07-04,2012,Wednesday,0 days,5.28
11324,2013-06-20,2013-06-24,2013,Thursday,4 days,25.671
11325,2013-11-23,2013-11-28,2013,Saturday,5 days,25.67
