PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,ORDER_PRIORITY,BEST_SELLING,QUANTITY,SHIP_MODE
TEC-CO-4767,"HP Copy Machine, Laser",Technology,Copiers,Medium,54,7,Standard Class
TEC-CO-6004,"Sharp Ink, Laser",Technology,Copiers,Medium,37,5,Standard Class
FUR-BO-5762,"Safco Classic Bookcase, Pine",Furniture,Bookcases,Medium,50,4,Standard Class
OFF-BI-4343,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,Medium,34,6,Standard Class
OFF-AP-4501,"Hamilton Beach Refrigerator, Black",Office Supplies,Appliances,Medium,35,1,Standard Class
TEC-AC-3386,"Belkin Keyboard, Programmable",Technology,Accessories,Medium,31,9,Standard Class
TEC-CO-4790,"HP Wireless Fax, Digital",Technology,Copiers,Medium,47,1,Standard Class
TEC-CO-4578,"Hewlett Fax Machine, Laser",Technology,Copiers,Medium,53,4,Same Day
FUR-FU-4103,"Eldon Stacking Tray, Durable",Furniture,Furnishings,Medium,30,6,Second Class
TEC-PH-5248,"Motorola Audio Dock, VoIP",Technology,Phones,Medium,75,3,Standard Class
TEC-CO-3594,"Brother Fax and Copier, Laser",Technology,Copiers,High,37,1,Same Day
OFF-SU-2983,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,Medium,3,3,Standard Class
FUR-CH-4699,"Hon Steel Folding Chair, Red",Furniture,Chairs,Medium,42,5,Standard Class
OFF-AR-3452,"BIC Highlighters, Easy-Erase",Office Supplies,Art,High,44,9,Second Class
FUR-CH-5774,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,Medium,101,1,Standard Class
FUR-BO-5788,"Safco Library with Doors, Traditional",Furniture,Bookcases,Medium,41,1,Standard Class
TEC-CO-5996,"Sharp Fax and Copier, Laser",Technology,Copiers,High,44,1,Second Class
TEC-MA-5498,"Okidata Card Printer, Red",Technology,Machines,Low,32,1,Standard Class
FUR-TA-3415,"Bevis Coffee Table, Rectangular",Furniture,Tables,Medium,9,2,First Class
TEC-CO-5990,"Sharp Copy Machine, Color",Technology,Copiers,Medium,101,2,Second Class
FUR-CH-5802,"SAFCO Steel Folding Chair, Red",Furniture,Chairs,Medium,50,6,Standard Class
FUR-TA-3354,"Barricks Training Table, Rectangular",Furniture,Tables,Medium,23,2,Standard Class
OFF-BI-4336,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,Medium,4,4,Standard Class
OFF-FA-6129,Staples,Office Supplies,Fasteners,Medium,399,3,Standard Class
TEC-AC-5600,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,Medium,30,9,Standard Class
TEC-MA-4206,"Epson Printer, Red",Technology,Machines,Medium,21,2,Standard Class
OFF-ST-6264,"Tenex Lockers, Wire Frame",Office Supplies,Storage,Medium,97,3,Standard Class
FUR-FU-3035,"Advantus Frame, Erganomic",Furniture,Furnishings,Medium,42,4,Standard Class
OFF-AR-5923,"Sanford Pencil Sharpener, Water Color",Office Supplies,Art,Critical,145,4,Second Class
TEC-MA-5546,"Panasonic Inkjet, Durable",Technology,Machines,Medium,29,1,Standard Class
OFF-AR-3450,"BIC Canvas, Water Color",Office Supplies,Art,Critical,70,2,First Class
TEC-CO-5991,"Sharp Copy Machine, High-Speed",Technology,Copiers,High,63,2,Second Class
OFF-SU-3004,"Acme Trimmer, Steel",Office Supplies,Supplies,High,36,3,First Class
TEC-AC-4166,"Enermax Memory Card, USB",Technology,Accessories,Medium,88,3,Standard Class
OFF-ST-5980,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,Low,32,9,Standard Class
OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage,Medium,120,2,Standard Class
TEC-MA-4190,"Epson Calculator, Red",Technology,Machines,High,24,12,First Class
TEC-CO-3593,"Brother Fax and Copier, High-Speed",Technology,Copiers,Low,40,2,Standard Class
FUR-CH-4564,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,Medium,75,3,Standard Class
TEC-AC-3379,"Belkin Flash Drive, Erganomic",Technology,Accessories,Medium,31,6,Second Class
FUR-CH-5758,"SAFCO Chairmat, Red",Furniture,Chairs,High,34,5,Standard Class
OFF-EN-4913,"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,Medium,29,2,First Class
TEC-AC-4180,"Enermax Numeric Keypad, USB",Technology,Accessories,High,44,5,First Class
TEC-PH-3130,"Apple Audio Dock, with Caller ID",Technology,Phones,Medium,59,2,Standard Class
OFF-PA-5877,"SanDisk Message Books, Multicolor",Office Supplies,Paper,Critical,30,6,Second Class
OFF-BI-3724,"Cardinal Binding Machine, Clear",Office Supplies,Binders,High,93,7,Standard Class
TEC-CO-6005,"Sharp Personal Copier, Color",Technology,Copiers,High,22,2,First Class
OFF-AR-3461,"BIC Pencil Sharpener, Easy-Erase",Office Supplies,Art,High,31,4,First Class
FUR-CH-5411,"Novimex Swivel Stool, Adjustable",Furniture,Chairs,Medium,50,2,Standard Class
FUR-FU-3928,"Deflect-O Clock, Black",Furniture,Furnishings,Medium,88,6,Second Class
FUR-BO-5972,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,High,111,1,Second Class
OFF-AP-3575,"Breville Refrigerator, Red",Office Supplies,Appliances,Medium,38,1,Standard Class
TEC-PH-5825,"Samsung Headset, Full Size",Technology,Phones,Medium,21,5,Standard Class
OFF-BI-6377,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,Critical,60,5,First Class
OFF-EN-5030,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,High,43,2,Second Class
TEC-MA-5572,"Panasonic Printer, Red",Technology,Machines,Medium,34,1,Standard Class
TEC-CO-3595,"Brother Fax Machine, Color",Technology,Copiers,Medium,58,1,Standard Class
OFF-AP-3868,"Cuisinart Refrigerator, Black",Office Supplies,Appliances,Medium,39,2,Standard Class
FUR-CH-5439,"Office Star Chairmat, Red",Furniture,Chairs,Medium,35,5,Standard Class
OFF-ST-6059,"Smead Shelving, Single Width",Office Supplies,Storage,High,51,5,Same Day
OFF-ST-4456,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,Medium,20,3,Same Day
TEC-PH-3141,"Apple Office Telephone, VoIP",Technology,Phones,High,68,4,Standard Class
FUR-BO-5528,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,Medium,17,3,Second Class
OFF-ST-6033,"Smead File Cart, Single Width",Office Supplies,Storage,Medium,183,2,Standard Class
FUR-CH-5751,"SAFCO Bag Chairs, Black",Furniture,Chairs,Medium,28,5,Standard Class
FUR-CH-4702,"Hon Swivel Stool, Black",Furniture,Chairs,High,120,4,Same Day
TEC-CO-4572,"Hewlett Fax and Copier, Digital",Technology,Copiers,Medium,38,2,Standard Class
OFF-EN-3661,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,Critical,30,2,First Class
TEC-CO-3588,"Brother Copy Machine, High-Speed",Technology,Copiers,Medium,40,2,Standard Class
TEC-PH-5846,"Samsung Speaker Phone, with Caller ID",Technology,Phones,Low,51,3,Standard Class
OFF-ST-4295,"Fellowes Trays, Single Width",Office Supplies,Storage,Low,67,7,Standard Class
OFF-ST-4107,"Eldon Trays, Single Width",Office Supplies,Storage,High,90,2,First Class
OFF-ST-5693,"Rogers File Cart, Single Width",Office Supplies,Storage,High,177,1,Second Class
TEC-CO-3587,"Brother Copy Machine, Color",Technology,Copiers,Medium,97,2,Standard Class
OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage,Medium,120,3,Standard Class
OFF-ST-4259,"Fellowes File Cart, Single Width",Office Supplies,Storage,Medium,95,2,Second Class
OFF-ST-4056,"Eldon File Cart, Industrial",Office Supplies,Storage,Medium,87,4,Standard Class
TEC-PH-5832,"Samsung Office Telephone, with Caller ID",Technology,Phones,High,70,3,Standard Class
FUR-CH-4703,"Hon Swivel Stool, Red",Furniture,Chairs,High,46,2,First Class
OFF-AP-3575,"Breville Refrigerator, Red",Office Supplies,Appliances,Medium,38,1,Second Class
OFF-AR-3526,"Boston Canvas, Easy-Erase",Office Supplies,Art,Critical,30,4,Second Class
FUR-BO-5778,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,Medium,37,3,First Class
OFF-ST-4081,"Eldon Lockers, Wire Frame",Office Supplies,Storage,Medium,74,5,Standard Class
OFF-SU-4994,"Kleencut Trimmer, High Speed",Office Supplies,Supplies,Medium,39,9,Second Class
TEC-PH-5356,"Nokia Smart Phone, with Caller ID",Technology,Phones,High,89,8,First Class
FUR-CH-5441,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,Medium,125,2,Standard Class
FUR-BO-3894,"Dania Corner Shelving, Mobile",Furniture,Bookcases,High,41,3,Same Day
TEC-PH-5830,"Samsung Office Telephone, Full Size",Technology,Phones,Low,43,5,Standard Class
TEC-PH-3143,"Apple Signal Booster, Cordless",Technology,Phones,Medium,79,3,Standard Class
TEC-MA-5003,"Konica Card Printer, Red",Technology,Machines,Medium,51,3,Standard Class
TEC-MA-5515,"Okidata Receipt Printer, Red",Technology,Machines,High,39,8,First Class
FUR-FU-3034,"Advantus Frame, Durable",Furniture,Furnishings,High,46,3,Standard Class
FUR-FU-6237,"Tenex Clock, Duo Pack",Furniture,Furnishings,High,43,6,Second Class
TEC-AC-4940,KeyTronicÂ E03601U1 -Â KeyboardÂ - Beige,Technology,Accessories,Critical,5,1,Second Class
FUR-FU-6253,"Tenex Frame, Black",Furniture,Furnishings,Medium,32,4,Standard Class
FUR-BO-3904,"Dania Library with Doors, Traditional",Furniture,Bookcases,Medium,73,5,Standard Class
TEC-AC-4179,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,Low,45,4,Standard Class
OFF-ST-4257,"Fellowes File Cart, Blue",Office Supplies,Storage,Medium,81,3,First Class
OFF-BI-2880,Acco 3-Hole Punch,Office Supplies,Binders,Critical,10,2,First Class
OFF-SU-6165,"Stiletto Letter Opener, Easy Grip",Office Supplies,Supplies,Medium,56,11,Standard Class
TEC-PH-3816,"Cisco Speaker Phone, Full Size",Technology,Phones,Medium,45,3,First Class
OFF-AR-3499,"Binney & Smith Sketch Pad, Blue",Office Supplies,Art,Medium,101,10,Standard Class
TEC-AC-5864,"SanDisk Keyboard, Bluetooth",Technology,Accessories,Medium,32,5,Standard Class
TEC-CO-6001,"Sharp Ink, Color",Technology,Copiers,Medium,26,6,Standard Class
FUR-FU-4066,"Eldon Frame, Durable",Furniture,Furnishings,High,62,2,Standard Class
TEC-CO-5994,"Sharp Fax and Copier, Digital",Technology,Copiers,Medium,54,4,Standard Class
OFF-AP-3867,"Cuisinart Microwave, White",Office Supplies,Appliances,Medium,23,2,Standard Class
OFF-EN-3102,"Ames Mailers, Set of 50",Office Supplies,Envelopes,Low,23,6,Standard Class
OFF-ST-4108,"Eldon Trays, Wire Frame",Office Supplies,Storage,Medium,72,7,Standard Class
TEC-PH-3133,"Apple Headset, Full Size",Technology,Phones,High,67,2,Second Class
TEC-CO-4772,"HP Fax and Copier, Laser",Technology,Copiers,Medium,24,3,Standard Class
FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Medium,70,3,Standard Class
FUR-CH-4703,"Hon Swivel Stool, Red",Furniture,Chairs,Medium,46,2,Standard Class
OFF-AP-3863,"Cuisinart Coffee Grinder, White",Office Supplies,Appliances,High,19,7,Standard Class
OFF-AR-3554,"Boston Sketch Pad, Fluorescent",Office Supplies,Art,Medium,56,6,Standard Class
TEC-CO-4777,"HP Ink, Color",Technology,Copiers,High,53,3,Standard Class
OFF-SU-4979,"Kleencut Letter Opener, High Speed",Office Supplies,Supplies,Critical,28,6,First Class
TEC-CO-3587,"Brother Copy Machine, Color",Technology,Copiers,Medium,97,2,Standard Class
OFF-LA-6036,"Smead File Folder Labels, Alphabetical",Office Supplies,Labels,Critical,31,8,First Class
FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Medium,32,1,First Class
OFF-ST-4259,"Fellowes File Cart, Single Width",Office Supplies,Storage,Medium,95,2,Standard Class
TEC-AC-3396,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,High,65,3,First Class
OFF-SU-4996,"Kleencut Trimmer, Steel",Office Supplies,Supplies,Medium,65,9,Standard Class
OFF-ST-6273,"Tenex Shelving, Industrial",Office Supplies,Storage,Medium,93,7,Standard Class
TEC-PH-3143,"Apple Signal Booster, Cordless",Technology,Phones,Medium,79,6,Standard Class
TEC-MA-5549,"Panasonic Inkjet, Wireless",Technology,Machines,Medium,15,1,Standard Class
OFF-ST-6031,"Smead File Cart, Blue",Office Supplies,Storage,Low,88,2,Standard Class
OFF-AR-6118,"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,Art,High,34,4,Same Day
TEC-PH-5357,"Nokia Speaker Phone, Cordless",Technology,Phones,Medium,49,3,Standard Class
TEC-AC-5866,"SanDisk Keyboard, Programmable",Technology,Accessories,High,60,2,First Class
FUR-CH-4630,"Hon Chairmat, Adjustable",Furniture,Chairs,Medium,45,4,Standard Class
TEC-AC-3396,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,Medium,65,5,Standard Class
OFF-ST-2920,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,Medium,5,2,First Class
OFF-PA-4482,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper,High,40,8,Standard Class
OFF-EN-2852,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,High,16,3,First Class
TEC-CO-3707,"Canon Wireless Fax, Color",Technology,Copiers,Medium,89,1,Standard Class
FUR-BO-4857,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,Medium,29,2,Standard Class
FUR-BO-5797,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,High,31,2,Standard Class
TEC-MA-5512,"Okidata Printer, White",Technology,Machines,High,52,1,Standard Class
TEC-MA-6136,"StarTech Card Printer, Durable",Technology,Machines,Medium,23,3,Standard Class
FUR-FU-3940,"Deflect-O Frame, Black",Furniture,Furnishings,Medium,53,4,Standard Class
OFF-ST-4296,"Fellowes Trays, Wire Frame",Office Supplies,Storage,Medium,68,6,Standard Class
FUR-TA-3561,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,Critical,17,3,First Class
FUR-CH-4420,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,Medium,21,1,First Class
TEC-PH-5815,"Samsung Audio Dock, with Caller ID",Technology,Phones,Medium,51,4,Standard Class
TEC-MA-5575,"Panasonic Receipt Printer, Durable",Technology,Machines,Medium,38,3,Second Class
TEC-CO-6000,"Sharp Fax Machine, Laser",Technology,Copiers,Medium,71,1,First Class
TEC-PH-3150,"Apple Speaker Phone, Cordless",Technology,Phones,Critical,32,2,First Class
OFF-BI-3256,"Avery Binding Machine, Durable",Office Supplies,Binders,High,96,7,Standard Class
OFF-AP-4292,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Medium,20,7,Standard Class
TEC-CO-4568,"Hewlett Copy Machine, Color",Technology,Copiers,High,134,3,Standard Class
FUR-FU-4065,"Eldon Frame, Duo Pack",Furniture,Furnishings,Medium,31,5,Standard Class
OFF-AP-4956,"KitchenAid Microwave, Black",Office Supplies,Appliances,Medium,33,2,Standard Class
FUR-CH-4701,"Hon Swivel Stool, Adjustable",Furniture,Chairs,Medium,50,2,Standard Class
OFF-ST-4089,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,Medium,23,4,Second Class
FUR-BO-5969,"Sauder Library with Doors, Traditional",Furniture,Bookcases,Medium,38,1,Standard Class
OFF-ST-4057,"Eldon File Cart, Single Width",Office Supplies,Storage,Medium,261,2,Standard Class
FUR-CH-4518,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs,High,37,6,Second Class
OFF-AP-4954,"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances,Medium,12,4,Standard Class
OFF-AR-3515,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,High,9,4,Second Class
TEC-AC-5124,"Logitech Memory Card, USB",Technology,Accessories,High,31,2,First Class
OFF-SU-6160,"Stiletto Box Cutter, Easy Grip",Office Supplies,Supplies,Critical,31,5,First Class
TEC-AC-5102,"Logitech Flash Drive, USB",Technology,Accessories,Critical,43,3,Second Class
TEC-PH-3146,"Apple Signal Booster, with Caller ID",Technology,Phones,Medium,83,3,Standard Class
OFF-ST-4258,"Fellowes File Cart, Industrial",Office Supplies,Storage,Medium,83,4,Standard Class
FUR-BO-3177,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,High,18,6,First Class
TEC-AC-5194,"Memorex Flash Drive, Erganomic",Technology,Accessories,High,34,9,Standard Class
FUR-CH-4415,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,Medium,14,2,Standard Class
OFF-PA-5885,"SanDisk Note Cards, Multicolor",Office Supplies,Paper,High,48,5,First Class
FUR-CH-5413,"Novimex Swivel Stool, Red",Furniture,Chairs,Medium,63,4,Standard Class
TEC-PH-5250,Motorola Droid Maxx,Technology,Phones,Medium,19,6,Standard Class
OFF-SU-4131,"Elite Shears, Easy Grip",Office Supplies,Supplies,Low,40,5,Standard Class
OFF-ST-6248,"Tenex File Cart, Single Width",Office Supplies,Storage,High,138,3,First Class
FUR-BO-3892,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,Low,46,2,Standard Class
OFF-ST-6033,"Smead File Cart, Single Width",Office Supplies,Storage,High,183,2,Standard Class
FUR-TA-3356,"Barricks Wood Table, Adjustable Height",Furniture,Tables,Medium,18,2,Standard Class
TEC-CO-4589,"Hewlett Personal Copier, Laser",Technology,Copiers,Medium,45,6,Standard Class
TEC-PH-3144,"Apple Signal Booster, Full Size",Technology,Phones,Medium,55,6,Second Class
FUR-BO-5771,"Safco Corner Shelving, Traditional",Furniture,Bookcases,Medium,56,2,Standard Class
FUR-CH-5369,"Novimex Bag Chairs, Set of Two",Furniture,Chairs,Medium,37,5,Second Class
OFF-BI-2893,"Acco Binder Covers, Economy",Office Supplies,Binders,Critical,65,13,Second Class
OFF-FA-6129,Staples,Office Supplies,Fasteners,Medium,399,5,Standard Class
TEC-PH-5845,"Samsung Speaker Phone, VoIP",Technology,Phones,High,41,2,Standard Class
TEC-PH-5349,"Nokia Office Telephone, with Caller ID",Technology,Phones,High,58,6,Standard Class
TEC-MA-5513,"Okidata Printer, Wireless",Technology,Machines,Medium,33,2,Standard Class
OFF-ST-6283,"Tenex Trays, Single Width",Office Supplies,Storage,Medium,80,6,Standard Class
OFF-ST-4752,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Medium,24,6,Standard Class
TEC-CO-3596,"Brother Fax Machine, Digital",Technology,Copiers,Medium,65,2,Standard Class
FUR-BO-5762,"Safco Classic Bookcase, Pine",Furniture,Bookcases,High,50,2,First Class
TEC-PH-5263,"Motorola Signal Booster, Cordless",Technology,Phones,Medium,80,5,First Class
TEC-PH-4843,iHome FM Clock Radio with Lightning Dock,Technology,Phones,High,13,3,Second Class
FUR-FU-5729,"Rubbermaid Frame, Durable",Furniture,Furnishings,Critical,35,2,Second Class
TEC-CO-3605,"Brother Personal Copier, Digital",Technology,Copiers,Medium,32,2,Standard Class
TEC-MA-4999,"Konica Calculator, Red",Technology,Machines,Medium,27,6,Second Class
TEC-AC-5887,"SanDisk Numeric Keypad, Bluetooth",Technology,Accessories,High,79,3,Second Class
FUR-BO-5944,Sauder Barrister Bookcases,Furniture,Bookcases,Medium,16,4,Standard Class
OFF-ST-3962,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,Medium,9,1,First Class
FUR-CH-5452,"Office Star Steel Folding Chair, Red",Furniture,Chairs,Medium,73,3,Second Class
OFF-PA-6619,"Xerox Note Cards, Premium",Office Supplies,Paper,High,47,4,First Class
OFF-AP-3566,"Breville Coffee Grinder, Black",Office Supplies,Appliances,High,37,1,Standard Class
FUR-FU-4086,"Eldon Photo Frame, Erganomic",Furniture,Furnishings,Critical,37,2,First Class
TEC-PH-3132,"Apple Headset, Cordless",Technology,Phones,Medium,59,6,Standard Class
FUR-FU-3047,"Advantus Photo Frame, Black",Furniture,Furnishings,Medium,51,5,Standard Class
OFF-ST-6228,"Tenex Box, Blue",Office Supplies,Storage,High,41,9,Second Class
FUR-FU-3955,"Deflect-O Stacking Tray, Black",Furniture,Furnishings,Critical,36,9,Second Class
TEC-PH-3790,"Cisco Headset, Cordless",Technology,Phones,Medium,34,4,Second Class
FUR-CH-5371,"Novimex Chairmat, Black",Furniture,Chairs,High,35,6,Standard Class
TEC-CO-3710,"Canon Wireless Fax, Laser",Technology,Copiers,High,64,1,Second Class
FUR-BO-3626,"Bush Classic Bookcase, Pine",Furniture,Bookcases,Medium,44,1,Standard Class
TEC-CO-6005,"Sharp Personal Copier, Color",Technology,Copiers,Low,22,2,Standard Class
FUR-FU-3942,"Deflect-O Frame, Durable",Furniture,Furnishings,High,55,2,Second Class
TEC-AC-4179,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,High,45,4,First Class
OFF-AP-4732,"Hoover Microwave, Silver",Office Supplies,Appliances,Medium,25,3,Second Class
TEC-MA-5510,"Okidata Printer, Durable",Technology,Machines,High,24,2,Standard Class
TEC-AC-5116,"Logitech Keyboard, Erganomic",Technology,Accessories,High,69,4,Standard Class
TEC-AC-3405,"Belkin Router, USB",Technology,Accessories,Medium,104,2,Standard Class
TEC-CO-3609,"Brother Wireless Fax, Digital",Technology,Copiers,Medium,46,1,Standard Class
OFF-EN-5030,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,Medium,43,9,Standard Class
FUR-BO-3647,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,Medium,129,5,Second Class
OFF-BI-2901,"Acco Binding Machine, Economy",Office Supplies,Binders,Medium,54,8,Standard Class
TEC-AC-3386,"Belkin Keyboard, Programmable",Technology,Accessories,High,31,2,Second Class
OFF-AP-4744,"Hoover Stove, Silver",Office Supplies,Appliances,Medium,25,4,Standard Class
TEC-PH-3801,"Cisco Signal Booster, Full Size",Technology,Phones,High,40,1,Standard Class
FUR-CH-5808,"SAFCO Swivel Stool, Set of Two",Furniture,Chairs,Medium,61,3,Standard Class
OFF-AR-3492,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art,High,58,5,Second Class
FUR-CH-4684,"Hon Rocking Chair, Set of Two",Furniture,Chairs,Medium,93,4,Standard Class
FUR-BO-4847,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,Medium,33,2,First Class
FUR-CH-4523,"Harbour Creations Chairmat, Black",Furniture,Chairs,High,117,7,Standard Class
OFF-ST-6274,"Tenex Shelving, Single Width",Office Supplies,Storage,Critical,41,2,Second Class
TEC-MA-6145,"StarTech Phone, White",Technology,Machines,Medium,34,5,Standard Class
TEC-CO-3695,"Canon Ink, Digital",Technology,Copiers,Medium,60,5,Standard Class
OFF-ST-4061,"Eldon Folders, Industrial",Office Supplies,Storage,High,64,5,First Class
OFF-BI-4835,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,Medium,3,3,Standard Class
TEC-AC-5201,"Memorex Keyboard, Programmable",Technology,Accessories,Medium,60,7,Standard Class
FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs,Medium,89,4,Standard Class
OFF-AP-4506,"Hamilton Beach Stove, Red",Office Supplies,Appliances,Medium,26,1,Standard Class
TEC-AC-5221,"Memorex Numeric Keypad, Erganomic",Technology,Accessories,High,53,4,Second Class
TEC-MA-5511,"Okidata Printer, Red",Technology,Machines,Medium,20,2,Second Class
TEC-PH-3784,"Cisco Audio Dock, Cordless",Technology,Phones,Medium,49,1,Standard Class
OFF-ST-6282,"Tenex Trays, Industrial",Office Supplies,Storage,High,78,3,Second Class
TEC-AC-4151,"Enermax Flash Drive, Bluetooth",Technology,Accessories,High,34,4,Standard Class
FUR-CH-5457,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,Medium,60,2,Standard Class
OFF-ST-6261,"Tenex Lockers, Blue",Office Supplies,Storage,High,99,1,Standard Class
OFF-ST-6246,"Tenex File Cart, Blue",Office Supplies,Storage,Medium,59,2,Standard Class
FUR-CH-5372,"Novimex Chairmat, Red",Furniture,Chairs,Medium,26,7,Standard Class
OFF-AP-4501,"Hamilton Beach Refrigerator, Black",Office Supplies,Appliances,High,35,2,Standard Class
TEC-MA-5542,"Panasonic Card Printer, Durable",Technology,Machines,High,40,4,First Class
OFF-AP-2932,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Medium,23,6,Standard Class
TEC-AC-5872,"SanDisk Memory Card, Bluetooth",Technology,Accessories,High,50,4,First Class
OFF-AR-5902,"Sanford Canvas, Blue",Office Supplies,Art,High,64,5,Second Class
OFF-AP-3569,"Breville Coffee Grinder, White",Office Supplies,Appliances,Critical,49,2,First Class
OFF-PA-5847,"SanDisk Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,High,20,6,Standard Class
TEC-AC-5889,"SanDisk Numeric Keypad, USB",Technology,Accessories,High,45,2,Standard Class
OFF-ST-6248,"Tenex File Cart, Single Width",Office Supplies,Storage,Medium,138,4,Standard Class
FUR-BO-3631,"Bush Corner Shelving, Traditional",Furniture,Bookcases,High,37,2,Standard Class
FUR-CH-5396,"Novimex Rocking Chair, Red",Furniture,Chairs,Low,61,2,Standard Class
FUR-CH-4404,Global Deluxe Steno Chair,Furniture,Chairs,Medium,23,3,Second Class
OFF-ST-4294,"Fellowes Trays, Industrial",Office Supplies,Storage,Medium,74,3,Second Class
TEC-PH-3816,"Cisco Speaker Phone, Full Size",Technology,Phones,Low,45,3,Standard Class
OFF-AP-4720,"Hoover Blender, Silver",Office Supplies,Appliances,High,13,2,Standard Class
OFF-SU-2994,"Acme Shears, High Speed",Office Supplies,Supplies,Medium,47,6,First Class
OFF-ST-4095,"Eldon Shelving, Industrial",Office Supplies,Storage,High,89,4,Standard Class
FUR-FU-3049,"Advantus Photo Frame, Durable",Furniture,Furnishings,High,32,3,First Class
FUR-BO-5770,"Safco Corner Shelving, Pine",Furniture,Bookcases,Critical,15,1,First Class
TEC-AC-5863,"SanDisk Flash Drive, USB",Technology,Accessories,High,32,5,Second Class
OFF-PA-4177,"Enermax Note Cards, Premium",Office Supplies,Paper,Low,64,5,Standard Class
TEC-AC-5897,"SanDisk Router, USB",Technology,Accessories,High,54,1,Standard Class
OFF-AR-6128,"Stanley Sketch Pad, Water Color",Office Supplies,Art,Medium,54,4,First Class
OFF-PA-3013,"Adams Telephone Message Books, 5 1/4â€� x 11â€�",Office Supplies,Paper,Medium,5,3,Standard Class
OFF-ST-5701,"Rogers Lockers, Industrial",Office Supplies,Storage,High,74,1,Standard Class
FUR-CH-5753,"SAFCO Bag Chairs, Set of Two",Furniture,Chairs,Low,36,3,Standard Class
OFF-SU-6163,"Stiletto Box Cutter, Steel",Office Supplies,Supplies,Low,44,5,Standard Class
OFF-AR-3463,"BIC Pencil Sharpener, Water Color",Office Supplies,Art,Medium,52,7,Standard Class
TEC-PH-3803,"Cisco Signal Booster, with Caller ID",Technology,Phones,Medium,61,2,Standard Class
TEC-PH-5837,"Samsung Signal Booster, VoIP",Technology,Phones,Medium,41,4,Standard Class
FUR-BO-3905,"Dania Stackable Bookrack, Mobile",Furniture,Bookcases,High,47,5,Standard Class
TEC-MA-4198,"Epson Inkjet, White",Technology,Machines,Medium,7,1,Standard Class
TEC-MA-4207,"Epson Printer, White",Technology,Machines,Medium,36,1,Standard Class
